ft,bt,ownerNo,oem,model,modelYear,centralVariantId,variantName,price,trendingText,Insurance Validity,Seats,Kms Driven,RTO,Engine Displacement,Transmission,Comfort & Convenience,Interior,Exterior,Safety,Entertainment & Communication,Mileage,Max Power,Torque,Wheel Size,city
petrol,hatchback,1,hyundai,hyundai i20,2021,8159,asta turbo imt,967000,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",third party,5,19070,ts08,998.0,manual,27,12,18,35,12,20.0,118.36,173.80562174236783,16.0,Hyderabad
petrol,hatchback,1,maruti,maruti s-presso,2020,7172,vxi 2019-2022,432000,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",zero dep,5,68556,ts23,998.0,manual,6,6,5,20,7,21.7,65.71,89.0,16.0,Hyderabad
petrol,hatchback,1,ford,ford figo,2019,6851,titanium bsiv,600000,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",not available,5,44356,ts07,1194.0,manual,17,10,11,26,8,20.4,94.93,120.0,15.0,Hyderabad
petrol,sedan,1,maruti,maruti swift dzire,2016,10246,zxi,610000,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",third party,5,73143,ts06,1197.0,manual,19,12,11,24,10,22.41,88.5,113.0,15.0,Hyderabad
diesel,suv,1,volvo,volvo xc60,2012,2100,d3 kinetic,1250000,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",third party insurance,5,146769,ap10,1985.0,automatic,20,12,13,26,6,14.7,163.0,400.0,17.0,Hyderabad
petrol,hatchback,1,datsun,datsun go,2018,7852,t,337000,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",third party insurance,5,67527,ts08,1198.0,manual,12,8,7,25,9,19.02,67.05,104.0,16.0,Hyderabad
petrol,hatchback,1,hyundai,hyundai santro,2019,6670,sportz amt bsiv,527000,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",comprehensive,5,79467,ts13,1086.0,automatic,13,8,9,23,7,20.3,68.0,99.0,16.0,Hyderabad
diesel,sedan,1,bmw,bmw 5 series,2014,252,520d prestige,1750000,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",third party insurance,5,103174,ts09,1995.0,automatic,22,13,11,29,7,18.12,190.0,400.0,17.0,Hyderabad
petrol,hatchback,3,volkswagen,volkswagen polo,2017,1946,1.2 mpi comfortline,549000,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",third party,5,103046,ts08,1199.0,manual,14,10,14,19,7,16.2,74.0,110.0,16.0,Hyderabad
petrol,hatchback,2,fiat,fiat punto evo,2017,5776,pure 1.2 fire,270000,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",not available,5,85110,ts10,1172.0,manual,6,10,6,16,0,15.8,67.1,96.0,16.0,Hyderabad
