ft,bt,ownerNo,oem,model,modelYear,centralVariantId,variantName,price,Insurance Validity,Seats,Kms Driven,RTO,Engine Displacement,Transmission,Comfort & Convenience,Interior,Exterior,Safety,Entertainment & Communication,Mileage,Max Power,Torque,Wheel Size,city
1,7,2,31,290,2011,2011,920,399000,5,5,80153,108,1598,1,17,12,10,18,7,20.54,103.6,250.0,15.0,0
4,2,1,9,73,2016,1523,767,541000,2,5,49641,141,1197,0,15,11,14,20,7,18.9,82.0,114.0,14.0,0
4,2,2,19,143,2016,3964,79,568000,2,5,83075,110,1197,0,11,10,12,24,8,21.4,83.1,115.0,16.0,0
4,2,1,19,143,2018,3969,168,730000,2,5,45677,108,1197,1,13,12,13,27,8,21.4,83.1,115.0,16.0,0
4,2,1,19,146,2017,6049,1713,446000,2,5,81849,109,998,1,10,7,6,21,0,23.1,67.04,90.0,16.0,0
1,2,2,19,163,2015,4165,1869,638000,2,5,67791,109,1248,1,15,11,12,24,7,25.2,74.0,190.0,15.0,0
1,8,1,32,298,2018,2092,883,3750000,2,5,38100,109,1969,0,23,12,15,31,11,18.0,190.0,400.0,18.0,0
4,2,1,9,76,2018,5701,70,694000,5,5,65015,133,1197,1,21,11,12,28,9,18.6,81.83,114.7,16.0,0
1,8,2,20,191,2018,5449,573,4700000,2,5,47000,108,2143,0,30,15,22,32,8,17.9,170.0,400.0,18.0,0
4,2,1,19,163,2014,10403,1676,493000,4,5,62029,107,1197,1,11,7,7,26,6,22.38,88.5,113.0,16.0,0
1,2,1,19,163,2017,4177,1639,637000,2,5,94926,109,1248,1,10,10,9,24,6,25.2,74.0,190.0,16.0,0
4,2,1,9,76,2012,1642,140,365000,3,5,119487,109,1197,1,14,12,9,17,4,17.0,106.46522829131652,179.23388467374812,14.0,0
1,8,1,16,115,2019,3463,1466,825000,5,7,126000,130,2523,1,8,8,4,15,5,15.96,62.1,195.0,16.0,0
1,7,1,31,281,2017,1882,308,645000,2,5,70332,105,1498,1,14,11,9,19,8,21.66,108.62,250.0,15.0,0
4,2,1,19,158,2017,5552,82,585000,5,5,37950,109,1197,1,11,10,5,24,7,20.89,81.8,113.0,16.0,0
4,2,1,9,76,2019,7473,764,835000,2,5,38100,110,1197,1,26,12,12,30,8,18.6,81.86,179.23388467374812,16.0,0
1,8,2,30,271,2012,2253,675,1648999,2,7,156039,105,2982,1,19,11,12,26,10,12.55,168.5,343.0,17.0,0
4,7,2,19,166,2008,4257,1903,330000,5,5,56000,106,1586,1,16,12,6,19,5,15.0,104.68,145.0,16.0,0
4,2,2,8,58,2014,1188,1399,425000,2,5,42000,107,1198,1,12,10,6,16,5,19.4,86.8,109.0,16.0,0
1,2,1,9,76,2018,5695,194,750000,2,5,93003,107,1396,1,19,11,11,26,9,22.54,88.73,219.7,16.0,0
4,2,2,9,73,2017,1523,767,675000,2,5,36000,108,1197,0,15,11,14,20,7,18.9,82.0,114.0,14.0,0
1,8,1,13,103,2022,7121,1062,1900000,5,5,10000,315,1493,0,24,14,20,34,11,18.0,113.43,250.0,17.0,2
4,8,2,9,69,2016,1449,389,762000,6,5,57437,91,1591,1,15,10,9,23,8,15.29,121.3,151.0,16.0,2
4,8,1,20,191,2020,6837,558,5600000,2,5,8000,16,1991,0,31,14,16,42,12,12.74,197.0,198.9501258327165,19.0,2
4,2,2,19,163,2018,10403,1676,523000,2,5,28151,39,1197,1,11,7,7,26,6,22.38,88.5,113.0,16.0,2
4,8,1,9,69,2017,5362,388,765000,5,5,60000,46,1591,1,16,9,8,23,9,15.29,121.3,151.0,16.0,2
4,8,1,13,104,2021,8000,1084,894999,2,5,20000,49,1197,1,12,9,13,26,10,18.4,81.86,115.0,16.0,2
0,7,1,9,68,2021,7333,1388,708000,4,5,42682,321,1197,1,15,11,9,23,7,0.0,68.05,198.9501258327165,16.0,2
4,2,1,31,285,2017,1945,117,400000,2,5,44653,24,1198,1,12,10,10,17,0,18.78,74.0,110.0,16.0,2
0,2,1,9,74,2022,10098,1236,725000,2,5,7000,37,1197,1,13,6,5,19,7,0.0,67.72,95.2,16.0,2
4,2,1,19,143,2019,6776,718,663000,5,5,67823,323,1197,1,16,12,16,30,11,21.01,81.8,113.0,16.0,2
4,2,1,8,58,2014,1193,1662,390000,2,5,50000,19,1198,0,12,11,9,21,5,16.5,86.8,109.0,14.0,2
1,8,1,24,215,2019,6760,1809,784000,2,5,97055,322,1461,1,22,12,12,28,9,20.45,108.5,240.0,17.0,2
4,7,1,30,266,2017,5636,531,2100000,2,5,114000,37,2494,0,25,15,12,34,10,19.16,157.7,213.0,17.0,2
1,8,1,13,104,2022,8059,263,1350000,6,5,24000,24,1493,1,25,13,20,33,11,0.0,98.63,198.9501258327165,16.0,2
1,7,1,1,17,2016,5871,681,2350000,5,5,30000,16,1995,0,24,13,13,29,9,18.12,190.0,400.0,18.0,2
2,2,1,22,210,2023,8669,977,4600000,2,4,6000,18,0,0,25,16,21,26,12,0.0,181.03,270.0,17.0,2
4,5,1,30,276,2022,8187,546,2250000,2,7,7000,83,2694,1,23,14,16,32,10,8.0,163.6,198.9501258327165,16.0,2
1,8,1,21,200,2021,8091,1436,3500000,2,7,34000,36,1996,0,33,15,25,41,11,12.4,215.01,198.9501258327165,19.0,2
1,8,1,1,20,2013,337,1425,900000,5,5,29000,325,1995,0,23,13,16,28,8,17.05,184.0,380.0,17.0,2
4,8,1,20,191,2020,6837,558,5245000,2,5,38000,23,1991,0,31,14,16,42,12,12.74,197.0,198.9501258327165,19.0,2
1,8,1,29,258,2013,2876,998,350000,5,7,150000,309,2179,1,14,9,11,15,0,14.0,138.1,320.0,16.0,2
1,8,1,9,85,2019,6949,1538,839000,2,5,83329,91,1396,1,23,11,14,34,5,23.7,88.7,220.0,16.0,2
4,2,1,19,174,2008,5765,60,120000,5,5,43000,315,1061,1,7,6,2,0,0,18.2,64.0,84.0,13.0,2
4,2,1,9,74,2022,7091,1481,750000,5,5,8000,315,1197,1,15,11,12,24,10,20.7,81.86,198.9501258327165,14.0,2
4,8,1,28,237,2021,8478,34,1284000,2,5,11404,338,999,0,21,10,18,28,10,17.2,113.98,178.0,16.0,2
4,8,2,9,69,2019,8179,391,850000,5,5,70000,95,1591,1,21,11,16,24,8,13.0,121.3,151.0,17.0,2
1,2,1,29,244,2023,10226,1820,869999,2,5,23000,323,1497,1,19,12,15,27,11,23.64,88.77,200.0,16.0,2
4,2,1,19,158,2022,7586,1880,634000,2,5,19044,101,1197,1,15,7,13,26,9,20.89,81.8,113.0,15.0,2
4,7,1,1,19,2017,5547,696,7500000,2,5,23500,83,2998,0,29,16,16,37,12,12.5,321.84,450.0,19.0,2
4,8,1,9,69,2019,6430,370,1250000,2,5,17367,83,1591,1,28,12,15,30,9,15.8,121.3,151.0,17.0,2
1,8,1,13,103,2020,7114,1080,1325000,5,5,3800,36,1493,1,14,10,9,28,9,20.8,113.43,198.9501258327165,16.0,2
4,7,1,1,16,2017,6632,1216,3215000,2,5,45000,34,1998,0,29,15,15,34,13,15.34,248.0,350.0,18.0,2
4,2,2,9,73,2014,1544,776,421000,2,5,43124,323,1197,0,16,11,14,17,7,18.9,82.0,114.0,14.0,2
1,8,1,16,134,2020,7799,1739,1300000,5,7,20000,325,2179,1,22,10,16,24,10,15.1,152.87,360.0,16.0,2
1,8,1,9,69,2017,1444,343,1000000,5,5,60000,183,1582,0,21,11,16,24,8,17.01,126.2,259.9,17.0,2
4,2,1,19,143,2018,6779,1875,600000,4,5,36000,37,1197,1,16,11,15,27,11,21.01,81.8,113.0,16.0,2
4,2,1,9,73,2015,1544,776,495000,5,5,44559,46,1197,0,16,11,14,17,7,18.9,82.0,114.0,14.0,2
4,8,1,21,202,2022,7908,1445,2050000,5,6,10000,323,1451,1,19,6,23,24,11,14.025,141.0,198.9501258327165,18.0,2
4,2,1,29,244,2021,8118,1789,627000,2,5,37587,81,1199,1,12,10,7,24,11,19.33,86.83,113.0,16.0,2
4,7,1,8,56,2016,1156,1530,340000,5,5,90000,77,1198,1,16,12,8,22,7,17.8,86.7,109.0,16.0,2
4,2,1,9,75,2010,1591,1229,190000,2,5,73786,322,1197,1,10,7,2,10,0,20.36,78.9,111.7,13.0,2
4,7,1,30,267,2009,6151,410,300000,5,5,50000,14,1794,0,13,9,9,16,9,14.53,138.1,173.0,15.0,2
4,2,1,19,163,2018,7084,1676,575000,5,5,22000,83,1197,1,13,10,6,28,7,21.21,81.8,113.0,16.0,2
4,2,1,19,143,2019,6780,725,743000,2,5,38103,323,1197,0,16,12,16,30,11,19.56,81.8,113.0,16.0,2
4,2,1,19,158,2022,7586,1880,645000,5,5,15000,83,1197,1,15,7,13,26,9,20.89,81.8,113.0,15.0,2
1,5,1,30,276,2018,2406,556,1700000,2,7,69000,36,2755,0,18,12,11,27,10,11.36,171.5,360.0,16.0,2
4,2,2,9,73,2013,1542,753,359000,2,5,48327,91,1197,1,16,11,14,17,7,18.9,82.0,114.0,14.0,2
4,2,1,19,174,2008,5765,60,120000,5,5,40000,315,1061,1,7,6,2,0,0,18.2,64.0,84.0,13.0,2
4,8,1,13,103,2020,7112,1060,1121000,5,5,38967,321,1353,1,23,13,20,33,10,16.5,138.08,198.9501258327165,17.0,2
1,8,1,13,103,2020,7114,1080,1375000,2,5,50000,36,1493,1,14,10,9,28,9,20.8,113.43,198.9501258327165,16.0,2
4,2,1,19,143,2016,6776,718,525000,2,5,33000,48,1197,1,16,12,16,30,11,21.01,81.8,113.0,16.0,2
4,7,1,30,268,2014,2204,1021,375000,2,5,70000,28,1496,1,13,7,4,11,5,16.78,88.73,132.0,15.0,2
4,2,3,19,170,2006,4336,1192,90000,5,5,120000,50,998,1,5,5,4,11,0,18.9,67.1,90.0,13.0,2
1,8,1,10,91,2018,5734,672,1698999,2,7,72000,46,2999,0,20,12,15,25,10,13.8,175.0,198.9501258327165,17.0,2
4,8,1,9,69,2017,5362,388,894999,2,5,58511,83,1591,1,16,9,8,23,9,15.29,121.3,151.0,16.0,2
1,7,1,19,164,2014,4242,1635,409999,5,5,60000,315,1248,1,13,9,8,17,4,23.4,74.0,190.0,14.0,2
1,8,3,16,125,2019,6116,1414,1250000,5,7,40000,321,2179,1,16,10,12,25,7,16.36,140.0,320.0,16.0,2
4,2,1,19,163,2019,4160,1202,525000,2,5,43500,91,1197,1,8,8,3,21,0,22.0,81.8,113.0,16.0,2
4,7,1,19,164,2019,4224,1676,625000,2,5,68192,91,1298,1,13,8,6,14,4,17.5,85.8,114.0,14.0,2
1,8,3,16,134,2017,3812,1733,850000,5,7,100000,24,1997,1,20,11,14,21,7,16.0,140.0,320.0,16.0,2
1,2,1,8,62,2015,1345,328,340000,2,5,74872,46,1498,1,13,12,12,22,9,27.3,98.6,200.0,15.0,2
1,5,1,30,276,2019,8193,499,1750000,2,7,47000,91,2393,1,20,12,9,31,12,12.0,148.0,343.0,16.0,2
4,8,1,19,145,2022,9186,1919,1295000,4,5,9000,83,1462,1,22,12,21,32,13,19.89,101.65,136.8,16.0,2
4,2,1,31,285,2019,7140,13,699000,2,5,31000,48,999,1,20,11,15,22,8,18.78,75.0,95.0,16.0,2
4,2,2,29,261,2018,2971,119,399000,2,5,33709,323,1199,1,7,10,6,18,0,23.84,84.0,114.0,16.0,2
4,2,1,19,158,2018,5556,64,387000,2,5,123617,338,1197,1,12,12,12,24,9,20.89,81.8,113.0,15.0,2
1,7,1,0,4,2015,61,634,1475000,2,5,31000,30,1968,0,20,12,12,30,7,17.68,174.33,380.0,17.0,2
0,2,1,9,81,2019,6672,1492,484999,5,5,45000,83,1086,1,14,8,9,22,7,0.0,58.0,84.33,16.0,2
0,2,1,19,170,2014,6838,839,295000,5,5,82000,42,998,1,7,7,4,19,0,33.54,67.04,90.0,16.0,2
4,2,1,19,146,2015,3982,1689,425000,2,5,36400,91,998,0,10,9,5,13,0,23.1,67.04,90.0,16.0,2
1,7,2,20,196,2017,6284,1381,7125000,2,5,75000,64,2925,0,28,13,14,31,13,13.5,281.61,600.0,18.0,2
4,2,1,8,58,2013,1188,1399,250000,5,5,69000,39,1198,1,12,10,6,16,5,19.4,86.8,109.0,16.0,2
1,7,1,5,41,2015,754,986,350000,5,5,110000,315,1248,1,18,13,11,23,7,20.4,91.7,209.0,16.0,2
1,8,1,24,220,2016,5457,1810,645000,2,5,62500,83,1461,0,18,13,12,22,7,19.61,108.5,248.0,16.0,2
4,2,1,27,230,2021,7428,1348,459999,5,5,20000,315,799,1,5,8,5,20,0,22.25,53.26,72.0,16.0,2
4,7,2,8,59,2014,1279,1115,458000,6,5,70307,30,1497,1,17,10,8,23,4,17.4,117.3,145.0,15.0,2
1,8,1,0,9,2015,104,462,1800000,5,5,50000,36,1968,0,20,13,19,31,8,14.16,174.3,380.0,17.0,2
4,2,1,19,158,2020,5553,169,580000,5,5,30000,46,1197,1,12,10,12,23,8,20.89,81.8,113.0,15.0,2
1,8,1,1,23,2017,366,1764,4200000,2,5,65000,101,2993,0,26,15,18,33,12,15.97,258.0,560.0,19.0,2
4,2,2,19,158,2022,7584,1455,517000,4,5,4108,329,1197,1,7,5,4,22,0,20.89,81.8,113.0,16.0,2
4,2,1,9,76,2020,7471,1503,750000,2,5,40000,30,1197,1,18,11,11,28,8,18.6,81.86,198.9501258327165,15.0,2
4,2,1,9,75,2012,1568,1225,213000,2,5,91926,43,1197,1,10,7,3,10,0,20.36,78.9,111.7,13.0,2
1,7,1,20,186,2014,4625,968,1450000,5,5,40000,37,2143,0,20,12,11,28,5,13.0,201.1,500.0,17.0,2
0,5,1,19,151,2021,7669,843,1100000,5,7,40000,321,1462,1,15,10,11,29,7,0.0,91.19,122.0,16.0,2
4,2,1,19,143,2019,3962,81,611000,5,5,60000,46,1197,1,11,10,12,24,8,21.4,83.1,115.0,16.0,2
4,2,1,30,273,2021,6902,1021,745000,5,5,23200,91,1197,1,20,11,16,28,10,21.01,81.8,113.0,16.0,2
1,8,1,13,103,2021,7121,1062,1851000,2,5,36000,40,1493,0,24,14,20,34,11,18.0,113.43,250.0,17.0,2
4,2,1,9,73,2015,1524,1481,415000,2,5,50000,323,1197,1,11,9,11,19,7,18.9,82.0,114.0,16.0,2
1,8,1,12,97,2017,5929,435,1075000,2,5,39000,28,1956,1,14,12,16,23,8,17.1,170.0,350.0,17.0,2
4,2,1,19,143,2016,3964,79,550000,2,5,55000,17,1197,0,11,10,12,24,8,21.4,83.1,115.0,16.0,2
4,2,1,29,244,2020,7247,1777,540000,2,5,55000,46,1199,1,7,10,6,21,0,19.33,86.83,113.0,16.0,2
4,5,1,27,234,2019,10068,1356,540000,4,7,24777,24,999,1,13,10,7,23,8,20.0,71.01,96.0,16.0,2
1,8,1,19,169,2016,4299,1867,575000,5,5,50000,48,1248,1,16,11,12,25,9,24.3,88.5,200.0,16.0,2
4,8,1,12,100,2021,7663,1342,6200000,2,5,15000,24,1998,0,27,14,13,33,12,12.1,268.0,400.0,17.0,2
4,7,2,19,164,2012,10244,1676,286000,2,5,50854,37,1197,1,15,10,9,24,8,22.41,88.5,113.0,16.0,2
1,7,1,0,4,2014,60,628,890000,5,5,134000,83,1968,0,20,12,12,30,5,17.68,174.33,380.0,17.0,2
1,8,1,21,200,2021,8091,1436,3449000,2,7,33000,24,1996,0,33,15,25,41,11,12.4,215.01,198.9501258327165,19.0,2
4,7,1,9,70,2019,5383,457,1280000,2,5,34000,83,1999,0,24,12,11,29,10,14.62,149.92,192.2,16.0,2
4,7,1,19,164,2014,10244,1676,356000,2,5,52515,26,1197,1,15,10,9,24,8,22.41,88.5,113.0,16.0,2
4,5,1,30,276,2020,8105,543,1950000,2,7,45000,83,2694,1,20,12,9,31,10,8.0,163.6,198.9501258327165,16.0,2
1,7,1,0,4,2015,36,627,2089999,5,5,59000,83,1968,0,30,13,12,37,11,18.53,187.74,400.0,18.0,2
4,7,2,5,41,2009,775,985,114999,3,5,29582,91,1368,1,18,12,10,22,7,16.0,118.59014423076924,115.0,15.0,2
4,8,1,16,127,2023,10819,1862,1500000,5,7,10000,43,1997,1,13,11,10,14,10,0.0,200.0,370.0,16.0,2
4,7,1,30,267,2017,5663,396,1190000,5,5,41000,24,1798,0,20,12,12,29,10,14.28,138.03,173.0,16.0,2
4,2,2,27,230,2017,5096,1362,295000,2,5,57806,91,799,1,9,9,7,21,6,25.17,53.3,72.0,16.0,2
4,7,1,8,59,2019,5627,1124,1000000,5,5,20000,26,1497,0,26,11,11,28,9,18.0,117.6,145.0,15.0,2
4,2,1,4,38,2018,5234,704,213000,6,5,66227,321,799,1,9,6,5,17,0,22.7,53.64,72.0,16.0,2
4,2,3,9,75,2010,1589,990,135000,5,5,100000,37,1086,1,6,7,3,11,0,19.81,68.05,99.04,16.0,2
4,2,2,29,261,2019,5653,130,595000,2,5,43220,99,1199,0,17,11,13,24,8,23.84,83.83,114.0,14.0,2
4,7,1,9,87,2015,1856,96,300000,5,5,100000,321,1197,1,17,11,10,17,7,18.0,82.0,114.0,16.0,2
4,2,2,27,230,2018,5983,20,425000,2,5,13500,30,999,1,8,6,7,14,5,23.01,67.0,91.0,16.0,2
4,7,2,29,263,2016,5680,118,330000,5,5,60000,46,1199,1,13,11,12,21,7,23.84,84.0,114.0,16.0,2
4,2,1,19,143,2016,3962,81,478000,5,5,43929,83,1197,1,11,10,12,24,8,21.4,83.1,115.0,16.0,2
4,2,1,19,170,2017,4321,1213,450000,5,5,70000,37,998,1,8,7,6,18,1,20.51,67.04,90.0,16.0,2
1,8,2,16,134,2018,6353,1740,900000,5,7,70000,26,2179,1,20,10,13,23,9,15.1,152.87,360.0,16.0,2
4,2,1,19,143,2020,6776,718,680000,5,5,50000,26,1197,1,16,12,16,30,11,21.01,81.8,113.0,16.0,2
4,2,3,9,75,2010,1589,990,135000,5,5,100000,48,1086,1,6,7,3,11,0,19.81,68.05,99.04,16.0,2
4,2,1,27,230,2018,5096,1362,385000,2,5,34250,85,799,1,9,9,7,21,6,25.17,53.3,72.0,16.0,2
4,2,2,8,58,2012,1204,1628,240000,5,5,90000,315,1198,1,10,9,5,18,3,19.4,86.8,109.0,14.0,2
0,2,1,9,74,2020,7717,1491,626000,4,5,64847,43,1197,1,15,11,12,24,10,0.0,68.05,198.9501258327165,13.0,2
1,8,1,9,69,2021,7697,1394,1350000,5,5,50000,315,1493,1,24,11,14,29,10,0.0,113.98,250.0,16.0,2
4,2,2,8,58,2012,1204,1628,240000,5,5,90000,315,1198,1,10,9,5,18,3,19.4,86.8,109.0,14.0,2
4,2,1,9,75,2015,1569,1228,345000,0,5,62150,91,1086,1,8,7,4,13,0,19.81,68.05,99.04,16.0,2
4,2,1,19,158,2018,5555,67,505000,2,5,41200,76,1197,0,12,10,12,23,8,20.89,81.8,113.0,15.0,2
4,8,1,6,48,2018,7921,269,749000,2,5,67000,26,1496,0,21,13,16,33,8,14.7,120.69,149.0,16.0,2
4,2,2,9,71,2011,1492,1241,140000,5,5,41705,43,814,1,8,8,7,11,5,21.1,55.2,74.5,13.0,2
4,8,1,16,129,2021,7959,1179,1500000,4,4,9000,39,1997,0,12,10,6,24,9,15.2,150.0,320.0,18.0,2
4,8,1,20,190,2019,5887,565,2995000,2,5,27120,83,1991,0,28,13,16,30,9,13.7,183.0,300.0,18.0,2
1,2,1,19,163,2014,4164,1637,325000,5,5,120000,91,1248,1,10,10,9,21,6,25.2,74.0,190.0,16.0,2
4,2,1,19,163,2017,4174,1214,430999,2,5,55000,48,1197,1,8,9,4,21,0,20.4,83.11,113.0,16.0,2
4,8,1,9,69,2017,6885,352,780000,5,5,69000,46,1591,1,21,10,7,29,7,15.8,121.3,151.0,16.0,2
4,2,2,9,75,2009,1591,1229,170000,5,5,90000,315,1197,1,10,7,2,10,0,20.36,78.9,111.7,13.0,2
4,2,1,30,273,2019,6902,1021,530000,5,5,40000,83,1197,1,20,11,16,28,10,21.01,81.8,113.0,16.0,2
4,8,1,19,169,2021,7571,1899,949000,6,5,18432,323,1462,0,23,11,16,29,11,18.76,103.26,198.9501258327165,16.0,2
4,7,1,8,56,2016,5327,1400,479000,5,5,43584,91,1198,1,15,11,5,20,7,17.8,86.7,109.0,16.0,2
4,2,1,19,143,2017,3962,81,562000,5,5,17665,36,1197,1,11,10,12,24,8,21.4,83.1,115.0,16.0,2
1,8,2,6,48,2017,892,292,600000,5,5,70000,26,1498,1,16,13,13,20,9,22.77,98.59,205.0,16.0,2
4,7,1,29,263,2022,7373,1826,735000,4,5,10203,323,1199,1,16,11,16,22,11,19.28,84.82,113.0,15.0,2
4,2,2,9,73,2015,1552,1225,420000,5,5,70000,307,1197,1,11,8,6,16,0,18.9,82.0,114.0,16.0,2
4,7,1,8,59,2015,1272,1628,549000,2,5,63000,39,1497,1,14,7,10,19,7,16.8,116.3,146.0,15.0,2
4,2,2,31,285,2013,1956,1285,322000,4,5,45244,83,1198,1,9,11,12,14,6,16.47,73.9,110.0,15.0,2
4,2,2,9,75,2009,1591,1229,180000,5,5,80000,37,1197,1,10,7,2,10,0,20.36,78.9,111.7,13.0,2
4,2,2,19,143,2016,3962,81,472000,2,5,77611,83,1197,1,11,10,12,24,8,21.4,83.1,115.0,16.0,2
4,8,1,9,69,2016,1449,389,715000,2,5,68000,26,1591,1,15,10,9,23,8,15.29,121.3,151.0,16.0,2
4,2,1,19,139,2012,3894,1676,220000,5,5,110000,315,998,1,10,6,4,12,4,19.0,66.1,90.0,13.0,2
4,7,1,8,59,2021,7259,1518,900000,5,5,30000,323,1497,1,15,10,9,23,7,17.4,117.6,145.0,15.0,2
4,5,1,30,276,2022,8188,547,2550000,2,7,15000,311,2694,0,23,14,16,33,10,8.0,163.6,198.9501258327165,17.0,2
4,7,1,8,59,2014,1272,1628,499000,2,5,67000,37,1497,1,14,7,10,19,7,16.8,116.3,146.0,15.0,2
1,8,1,23,214,2014,3437,1477,857000,5,7,70000,315,2477,1,16,13,16,22,9,13.5,178.0,400.0,17.0,2
4,2,2,19,163,2017,4174,1214,445000,2,5,34568,42,1197,1,8,9,4,21,0,20.4,83.11,113.0,16.0,2
4,8,1,16,135,2022,8629,794,2350000,5,7,10000,323,1999,0,17,12,16,24,10,0.0,197.13,380.0,18.0,2
4,2,1,31,285,2017,1946,112,501000,6,5,54101,323,1199,1,14,10,14,19,7,16.2,74.0,110.0,16.0,2
1,2,1,30,269,2015,2211,239,400000,5,5,120000,91,1364,1,12,11,13,24,9,23.59,67.06,170.0,15.0,2
4,7,1,8,56,2016,6415,1402,440000,2,5,67000,36,1199,1,14,11,8,27,8,19.5,88.76,110.0,16.0,2
4,7,2,31,290,2016,2001,151,631000,5,5,88952,28,1197,0,23,12,13,27,9,18.19,103.2,175.0,15.0,2
4,2,1,19,170,2019,7054,1892,545000,2,5,65000,91,1197,1,11,10,11,27,9,20.52,81.8,113.0,16.0,2
4,7,2,8,59,2015,1276,1111,549000,2,5,69000,37,1497,0,17,10,5,22,3,18.0,117.3,145.0,16.0,2
4,2,1,19,170,2012,4350,1694,243000,2,5,50979,321,998,1,9,8,10,16,4,18.9,67.1,90.0,14.0,2
1,7,2,0,3,2014,18,468,890000,2,5,95000,40,1968,0,20,13,13,30,8,17.11,174.33,380.0,17.0,2
4,2,1,9,76,2016,1481,1484,546000,5,5,58696,323,1197,1,14,10,10,21,7,18.6,81.83,114.7,16.0,2
4,8,1,1,22,2022,8892,1775,6475000,5,5,8000,327,1998,0,7,3,14,28,7,12.81,248.08,350.0,16.0,2
1,8,1,20,190,2019,7063,1613,2800000,2,5,45000,309,2143,0,28,13,16,31,9,17.9,136.0,300.0,18.0,2
4,8,1,9,85,2022,7681,1553,1090000,5,5,30000,315,998,0,23,12,18,35,11,18.15,118.35,172.0,16.0,2
4,2,1,19,158,2020,7587,724,575000,2,5,44000,48,1197,1,15,8,15,26,8,20.89,81.8,113.0,15.0,2
4,8,1,14,105,2023,9075,428,13200000,2,5,1600,327,1997,0,28,16,17,38,11,9.2,296.3,400.0,20.0,2
4,7,1,19,164,2022,7713,1900,800000,5,5,30000,105,1197,0,18,12,11,28,10,22.61,88.5,113.0,15.0,2
1,8,2,16,129,2022,8076,1185,1651000,4,4,35011,12,2184,0,12,10,7,24,9,0.0,130.0,300.0,18.0,2
4,8,1,29,253,2021,7988,1792,819999,6,5,18110,323,1199,1,11,10,11,23,7,17.33,118.35,170.0,16.0,2
1,8,1,16,134,2014,3821,1729,545000,5,7,90000,315,2179,1,13,10,8,20,4,15.1,140.0,330.0,16.0,2
4,8,2,8,65,2017,5475,1127,625000,4,5,24349,46,1199,1,19,11,10,28,7,17.5,88.7,110.0,16.0,2
1,8,1,9,69,2019,6434,207,800000,5,5,60000,36,1396,1,18,10,6,28,0,22.1,88.7,219.7,16.0,2
4,2,1,9,76,2017,1481,1484,599000,6,5,81711,88,1197,1,14,10,10,21,7,18.6,81.83,114.7,16.0,2
4,8,1,14,105,2023,9075,428,13200000,2,5,101,57,1997,0,28,16,17,38,11,9.2,296.3,400.0,20.0,2
0,2,1,29,261,2022,8725,1827,725000,2,5,30400,83,1199,1,10,11,16,22,11,0.0,72.0,95.0,16.0,2
4,2,2,9,71,2013,1503,1244,216000,2,5,23961,321,814,1,9,7,7,15,5,21.1,55.2,74.5,16.0,2
4,2,1,30,270,2018,5423,153,525000,5,5,66300,83,1197,1,12,10,10,24,9,17.71,78.9,104.0,16.0,2
1,1,1,20,192,2020,7662,605,6950000,2,5,38000,83,1950,0,32,16,20,41,12,16.34,241.38,500.0,19.0,2
4,2,1,19,148,2019,7721,1676,480000,6,5,20802,88,998,1,8,7,7,20,0,21.63,67.05,90.0,16.0,2
4,2,1,19,171,2013,4369,1676,276000,4,5,54420,30,998,1,11,10,10,16,5,20.51,67.04,90.0,14.0,2
1,7,2,20,196,2014,4729,1380,3450000,2,5,72000,17,2987,0,20,12,14,26,7,13.5,282.0,490.0,17.0,2
4,8,1,15,113,2020,7187,657,8800000,2,5,19000,16,3456,0,34,14,18,36,14,18.8,258.81,335.0,18.0,2
4,7,1,9,86,2012,1832,378,335000,2,5,92000,30,1591,1,16,11,9,25,5,17.01,121.3,154.9,16.0,2
1,7,1,0,1,2019,7,634,2290000,5,5,24000,83,1968,0,25,14,17,32,9,20.38,143.0,320.0,16.0,2
4,8,1,9,69,2018,6432,371,1150000,2,5,59801,46,1591,0,27,12,16,30,8,14.8,121.3,198.9501258327165,17.0,2
4,8,1,19,169,2020,7573,1914,985000,2,5,32228,37,1462,0,24,12,20,31,11,18.76,103.26,198.9501258327165,16.0,2
4,8,3,23,213,2012,3428,826,1550000,5,5,102788,16,2360,1,19,12,16,24,5,11.3,118.59014423076924,226.0,16.0,2
1,7,1,8,56,2018,1155,1395,567000,2,5,88594,323,1498,1,14,11,5,19,7,25.8,98.6,200.0,16.0,2
4,7,2,20,184,2018,4547,562,2775000,5,5,21000,26,1991,0,24,13,14,28,8,15.04,183.0,300.0,17.0,2
1,8,2,9,69,2017,1443,349,880000,2,5,33756,43,1582,1,23,11,16,24,8,19.67,126.2,259.9,16.0,2
4,8,1,8,65,2017,5668,1131,738000,6,5,38192,323,1199,1,21,12,15,28,8,17.5,88.7,110.0,16.0,2
1,5,1,13,102,2020,7343,1156,3050000,2,7,50000,64,2199,0,24,11,21,27,10,14.11,197.26,440.0,18.0,2
4,7,1,8,56,2017,1156,1530,469000,2,5,97411,91,1198,1,16,12,8,22,7,17.8,86.7,109.0,16.0,2
4,2,1,8,62,2021,7977,1664,935000,6,5,11077,24,1199,0,17,12,14,22,11,17.1,88.5,110.0,15.0,2
1,8,2,9,69,2020,1445,348,1290000,5,5,55000,321,1582,1,23,11,16,28,8,19.67,126.2,259.9,17.0,2
4,7,1,28,240,2016,3126,366,765000,5,5,43100,46,1598,0,17,13,9,21,7,14.3,103.52,153.0,15.0,2
