ft,bt,ownerNo,oem,model,modelYear,centralVariantId,variantName,price,Insurance Validity,Seats,Kms Driven,RTO,Engine Displacement,Transmission,Comfort & Convenience,Interior,Exterior,Safety,Entertainment & Communication,Mileage,Max Power,Torque,Wheel Size,city
1,8,2,19,169,2018,4303,1873,1000000,5,5,50000,108,1248,1,22,11,15,27,9,24.3,88.5,200.0,16.0,0
4,8,1,8,65,2018,5668,1131,865000,2,5,46602,107,1199,1,21,12,15,28,8,17.5,88.7,110.0,16.0,0
1,8,2,18,128,2014,5164,1345,1000000,5,7,50000,147,2696,0,20,11,18,22,8,11.18,184.0,402.0,16.0,0
1,2,2,19,163,2014,4164,1637,535000,2,5,104000,139,1248,1,10,10,9,21,6,25.2,74.0,190.0,16.0,0
1,8,1,6,48,2018,6094,249,975000,2,5,90000,139,1498,1,20,12,13,34,9,23.0,98.96,205.0,16.0,0
4,2,1,19,143,2017,3969,168,699000,5,5,50035,107,1197,1,13,12,13,27,8,21.4,83.1,115.0,16.0,0
4,8,1,29,253,2021,7389,1833,1150000,5,5,80000,315,1199,1,22,13,14,26,9,17.57,118.36,179.23388467374812,16.0,0
4,2,2,9,76,2015,1606,1500,625000,2,5,90000,107,1197,1,17,10,10,22,7,18.6,81.83,114.7,16.0,0
1,7,4,20,186,2011,4615,969,1000000,5,5,90000,108,2143,0,19,12,12,26,6,14.21,203.0,500.0,17.0,0
1,7,1,30,267,2011,2155,917,600000,5,5,120000,315,1364,1,12,8,8,15,8,21.43,87.2,205.0,15.0,0
4,7,1,19,164,2015,10246,1891,675000,4,5,25170,134,1197,1,19,12,11,24,10,22.41,88.5,113.0,15.0,0
4,7,1,19,149,2021,7408,900,893000,2,5,25022,105,1462,1,13,8,10,22,7,20.65,103.25,138.0,15.0,0
1,2,2,19,163,2012,4200,1341,420000,5,5,100000,108,1248,1,11,9,8,15,0,22.9,74.0,190.0,14.0,0
4,7,1,19,149,2020,7408,900,941000,6,5,26367,139,1462,1,13,8,10,22,7,20.65,103.25,138.0,15.0,0
4,7,2,9,70,2015,1472,1520,630000,6,5,76567,139,1797,0,17,11,9,27,4,14.5,147.5,177.5,16.0,0
1,5,2,30,275,2013,2275,535,1275000,5,7,120000,315,2494,1,13,12,10,22,10,12.99,100.6,200.0,15.0,0
4,2,2,9,73,2015,1544,776,525000,2,5,36459,107,1197,0,16,11,14,17,7,18.9,82.0,114.0,14.0,0
1,8,1,19,167,2016,4276,892,750000,2,5,93725,108,1248,1,16,10,7,19,8,23.65,88.5,200.0,16.0,0
4,7,2,19,149,2016,4000,789,632000,2,5,115599,107,1373,0,22,13,11,23,8,19.12,91.1,130.0,16.0,0
4,7,1,19,164,2015,10246,1891,645000,6,5,43469,140,1197,1,19,12,11,24,10,22.41,88.5,113.0,15.0,0
4,7,4,6,54,2005,1091,182,500000,5,5,70000,315,1299,1,11,9,6,12,2,13.8,70.0,10.7,13.0,0
1,8,2,1,23,2019,6940,1767,6795000,2,5,77000,109,2993,0,31,14,23,38,13,13.38,261.5,620.0,20.0,0
1,8,1,19,169,2018,4302,1146,850000,2,5,100000,139,1248,1,6,9,7,23,8,24.3,88.5,200.0,16.0,0
4,7,1,23,211,2008,3380,1474,299000,5,5,72000,139,1999,1,14,11,6,17,5,14.7,115.0,17.8,15.0,0
1,7,1,11,95,2013,5006,485,2095000,2,5,77000,139,2179,0,22,14,12,29,9,16.36,187.7,450.0,20.0,0
1,8,1,0,10,2013,121,588,2800000,2,7,87101,139,2967,0,20,13,17,30,7,12.07,241.4,550.0,18.0,0
4,2,2,31,285,2021,7745,40,999000,4,5,40771,120,999,1,18,13,15,27,10,18.24,108.62,179.23388467374812,16.0,0
4,2,1,8,62,2018,1341,164,825000,2,5,28000,142,1199,1,14,12,13,22,10,18.7,88.7,110.0,15.0,0
4,2,3,19,170,2008,4339,1206,250000,2,5,40000,106,1061,1,5,5,4,10,0,18.9,67.0,84.0,13.0,0
4,8,1,9,85,2020,7681,1553,1295000,2,5,26000,107,998,0,23,12,18,35,11,18.15,118.35,172.0,16.0,0
4,2,1,19,170,2012,4350,1694,329000,2,5,76032,108,998,1,9,8,10,16,4,18.9,67.1,90.0,14.0,0
4,7,1,19,149,2018,6552,723,666000,2,5,113780,111,1462,1,23,12,11,27,8,21.56,103.25,138.0,16.0,0
1,7,1,0,1,2019,7,634,2290000,5,5,24000,83,1968,0,25,14,17,32,9,20.38,143.0,320.0,16.0,0
1,8,2,9,85,2020,7687,1536,1026000,4,5,65812,118,1493,1,25,13,20,36,10,23.7,98.6,179.23388467374812,16.0,0
4,8,1,28,237,2022,9407,45,1700000,5,5,10000,105,999,0,22,11,21,30,11,17.2,113.98,178.0,17.0,0
4,2,1,19,143,2016,3969,168,681000,6,5,39959,105,1197,1,13,12,13,27,8,21.4,83.1,115.0,16.0,0
4,8,1,9,67,2022,8701,1458,1689999,5,7,10000,139,1999,0,29,16,22,32,10,14.2,156.9,179.23388467374812,18.0,0
4,2,3,19,142,2016,10332,1676,318000,5,5,65484,138,998,1,7,6,5,20,6,24.39,65.71,89.0,16.0,0
4,2,1,19,143,2017,3969,168,688000,2,5,49174,107,1197,1,13,12,13,27,8,21.4,83.1,115.0,16.0,0
4,8,1,31,287,2022,1981,37,1300000,5,5,20000,315,999,1,15,9,11,26,11,20.08,113.98,178.0,16.0,0
4,2,1,9,75,2009,1591,1229,265000,5,5,50000,105,1197,1,10,7,2,10,0,20.36,78.9,111.7,13.0,0
4,7,2,19,164,2018,5826,748,645000,5,5,40000,105,1197,0,22,13,10,30,10,22.0,81.8,113.0,15.0,0
4,8,1,9,67,2022,8701,1458,2000000,5,7,30000,117,1999,0,29,16,22,32,10,14.2,156.9,179.23388467374812,18.0,0
4,1,3,1,14,2007,227,621,900000,5,5,50000,315,2497,0,20,12,12,26,6,10.9,215.0,25.1,17.0,0
4,2,1,19,163,2020,7085,1891,620000,5,5,80000,315,1197,1,16,12,11,29,7,21.21,81.8,113.0,16.0,0
4,8,1,21,198,2022,8644,1438,1470000,5,5,20000,106,1498,1,24,11,23,39,12,15.43,108.49,144.0,17.0,0
0,7,1,9,66,2010,1436,1012,220000,5,5,70000,265,1495,1,10,7,6,13,0,13.2,93.7,124.5,13.0,0
1,7,1,0,3,2014,18,468,1475000,5,5,90000,138,1968,0,20,13,13,30,8,17.11,174.33,380.0,17.0,0
4,2,1,27,230,2020,7435,832,415000,5,5,40000,108,999,1,12,8,9,22,9,21.74,67.0,91.0,16.0,0
4,2,1,8,62,2016,1339,156,610000,2,5,63797,134,1199,1,13,12,12,22,9,18.7,88.7,110.0,15.0,0
4,2,2,9,73,2018,5602,91,560000,2,5,60216,110,1197,1,13,8,8,23,6,18.9,81.86,179.23388467374812,16.0,0
4,2,2,19,142,2015,3950,1685,425000,5,5,10000,106,998,0,8,9,6,19,5,23.95,67.05,90.0,16.0,0
4,2,1,19,143,2016,3969,168,686000,2,5,38153,107,1197,1,13,12,13,27,8,21.4,83.1,115.0,16.0,0
4,2,1,19,163,2015,10403,1676,517000,2,5,76485,141,1197,1,11,7,7,26,6,22.38,88.5,113.0,16.0,0
4,2,2,19,170,2015,4310,1694,385000,5,5,40000,315,998,1,11,10,11,17,6,20.51,67.04,90.0,16.0,0
4,2,1,19,143,2016,3969,168,675000,2,5,40623,109,1197,1,13,12,13,27,8,21.4,83.1,115.0,16.0,0
1,7,2,20,183,2018,6030,819,3300000,5,5,18000,315,2143,0,29,15,15,31,8,19.27,167.62,400.0,17.0,0
4,2,1,19,163,2014,10403,1676,499000,5,5,88051,106,1197,1,11,7,7,26,6,22.38,88.5,113.0,16.0,0
4,2,1,19,163,2022,10403,1676,774000,4,5,16522,140,1197,1,11,7,7,26,6,22.38,88.5,113.0,16.0,0
1,8,2,12,97,2019,5930,436,1475000,5,5,70000,107,1956,1,14,12,16,25,8,16.3,170.0,350.0,17.0,0
4,2,3,19,170,2008,4339,1206,240000,5,5,80000,315,1061,1,5,5,4,10,0,18.9,67.0,84.0,13.0,0
1,8,1,9,85,2019,6947,1525,1025000,5,5,50000,315,1396,1,15,11,12,28,6,23.7,88.76,219.6,16.0,0
4,8,1,29,253,2023,9645,1837,1400000,5,5,10000,139,1199,1,23,14,15,26,12,17.33,118.35,170.0,16.0,0
4,2,2,9,71,2013,1504,875,285000,5,5,57000,107,814,1,7,6,5,12,0,21.1,55.2,74.5,16.0,0
1,8,1,16,134,2016,3801,1734,1000000,5,7,110000,315,2179,1,19,11,14,22,8,16.0,140.0,330.0,16.0,0
4,2,1,19,143,2019,3969,168,780000,5,5,10000,109,1197,1,13,12,13,27,8,21.4,83.1,115.0,16.0,0
4,2,2,19,163,2012,4202,1676,475000,5,5,50000,120,1197,1,11,9,8,15,0,18.6,85.8,114.0,14.0,0
1,8,1,16,133,2019,6796,1730,750000,5,5,120000,134,1497,1,11,10,3,25,6,20.0,115.0,300.0,16.0,0
4,2,1,9,73,2014,1552,1225,555000,2,5,35469,105,1197,1,11,8,6,16,0,18.9,82.0,114.0,16.0,0
4,2,2,8,62,2017,1339,156,607000,5,5,40073,107,1199,1,13,12,12,22,9,18.7,88.7,110.0,15.0,0
4,2,2,9,73,2017,5605,100,513999,5,5,65730,110,1197,1,15,9,12,24,9,18.9,81.86,179.23388467374812,16.0,0
4,7,2,19,143,2005,3972,1192,250000,5,5,120000,123,1590,1,12,0,0,0,0,15.4,106.46522829131652,130.0,13.0,0
4,2,2,19,143,2016,3969,168,705000,4,5,36184,141,1197,1,13,12,13,27,8,21.4,83.1,115.0,16.0,0
4,2,1,19,143,2016,3969,168,653000,2,5,69310,109,1197,1,13,12,13,27,8,21.4,83.1,115.0,16.0,0
4,7,1,8,59,2015,1285,1112,872000,5,5,55643,106,1497,0,18,12,9,23,4,18.0,117.3,145.0,15.0,0
4,2,2,9,73,2017,5606,101,564000,5,5,62803,109,1197,0,15,9,11,24,7,18.9,81.86,179.23388467374812,14.0,0
1,2,2,31,285,2011,1953,915,370000,5,5,90000,116,1199,1,9,11,12,14,6,22.07,73.9,180.0,15.0,0
4,2,1,19,163,2015,10403,1676,550000,5,5,68656,141,1197,1,11,7,7,26,6,22.38,88.5,113.0,16.0,0
4,2,3,8,62,2016,1339,156,517000,2,5,77501,106,1199,1,13,12,12,22,9,18.7,88.7,110.0,15.0,0
4,7,1,19,164,2016,4218,1214,620000,5,5,40000,107,1197,1,9,8,4,20,0,20.85,83.14,115.0,16.0,0
4,7,1,19,164,2016,4218,1214,620000,5,5,40000,107,1197,1,9,8,4,20,0,20.85,83.14,115.0,16.0,0
4,7,1,8,59,2014,1276,1111,750000,5,5,48325,109,1497,0,17,10,5,22,3,18.0,117.3,145.0,16.0,0
4,8,1,29,253,2022,8849,1834,1220000,5,5,30000,105,1199,1,21,13,15,25,9,17.57,118.36,179.23388467374812,16.0,0
1,2,2,20,182,2013,7037,799,1350000,2,5,100000,139,2143,0,22,11,16,21,8,14.8,120.7,200.0,16.0,0
4,2,1,19,163,2015,6242,1660,575000,2,5,69000,107,1197,1,12,10,6,24,7,22.0,81.8,113.0,16.0,0
1,8,1,12,97,2018,5933,453,1250000,5,5,110000,315,1956,1,12,11,12,22,8,17.1,170.0,350.0,16.0,0
4,7,2,9,86,2016,1845,390,868000,5,5,50000,141,1591,1,16,9,8,24,4,17.01,121.3,154.9,16.0,0
1,5,1,13,102,2020,7340,1315,3000000,5,8,60000,105,2199,0,22,11,14,27,10,14.11,197.2,179.23388467374812,16.0,0
4,2,1,9,76,2021,8159,773,980000,5,5,20000,315,998,1,27,12,18,35,12,20.0,118.36,179.23388467374812,16.0,0
4,2,1,19,163,2022,8377,1918,900000,4,5,14999,109,1197,0,16,9,14,30,11,22.56,88.5,113.0,15.0,0
4,2,2,8,62,2016,1339,156,550000,2,5,90773,109,1199,1,13,12,12,22,9,18.7,88.7,110.0,15.0,0
1,7,1,28,240,2012,3169,383,450000,5,5,90000,315,1598,1,17,12,9,16,7,20.5,103.5,250.0,15.0,0
4,2,2,19,163,2017,4175,1711,610000,6,5,64917,106,1197,1,10,10,9,21,6,20.4,81.8,113.0,16.0,0
4,2,1,8,62,2017,1341,164,543000,2,5,70235,107,1199,1,14,12,13,22,10,18.7,88.7,110.0,15.0,0
4,2,1,9,76,2021,8159,773,980000,5,5,30000,315,998,1,27,12,18,35,12,20.0,118.36,179.23388467374812,16.0,0
4,2,1,8,62,2016,1339,156,535000,6,5,78782,139,1199,1,13,12,12,22,9,18.7,88.7,110.0,15.0,0
1,8,2,16,134,2014,8182,1749,850000,2,7,164000,109,2179,1,17,11,12,22,6,15.1,140.0,330.0,17.0,0
4,7,2,19,149,2016,4006,1891,661000,5,5,72136,107,1373,1,20,11,10,23,7,20.73,91.1,130.0,15.0,0
4,2,2,19,163,2015,10403,1676,505000,2,5,52486,131,1197,1,11,7,7,26,6,22.38,88.5,113.0,16.0,0
1,7,1,28,238,2007,3062,1144,450000,5,5,150000,139,1896,0,19,12,12,24,5,15.6,106.0,25.5,16.0,0
4,8,1,8,65,2017,5668,1131,865000,5,5,36887,106,1199,1,21,12,15,28,8,17.5,88.7,110.0,16.0,0
4,8,1,9,85,2019,6945,1557,999000,2,5,47962,139,998,1,15,11,12,27,5,18.27,118.35,171.6,16.0,0
1,8,1,24,220,2014,3360,1785,595000,2,5,135000,139,1461,1,17,9,12,22,8,20.45,83.8,200.0,16.0,0
4,7,2,28,242,2018,3196,1157,2365000,2,5,47398,105,1798,0,24,13,15,35,9,14.67,177.46,250.0,17.0,0
4,7,2,5,41,2012,770,1563,400000,5,5,50000,107,1368,1,17,10,8,18,7,14.6,112.0,207.0,16.0,0
1,7,1,19,164,2012,4228,1867,550000,5,5,100000,315,1248,1,12,10,7,19,4,19.3,73.9,190.0,14.0,0
1,8,1,1,22,2020,6386,1219,6050000,2,5,55000,107,2993,0,31,14,22,41,12,14.71,261.5,620.0,16.0,0
1,8,2,1,21,2011,357,477,1600000,2,5,110000,139,1995,0,0,0,0,0,0,16.55,218.0,25.5,17.0,0
4,2,3,31,285,2013,1977,1055,520000,5,5,90000,107,1197,0,12,11,13,21,4,17.21,103.6,175.0,15.0,0
4,2,1,19,143,2016,3969,168,616000,6,5,116624,122,1197,1,13,12,13,27,8,21.4,83.1,115.0,16.0,0
4,7,2,19,149,2019,6551,899,795000,6,5,54561,139,1462,1,18,11,9,25,8,21.56,103.25,138.0,15.0,0
1,5,2,30,275,2013,2275,535,1275000,5,7,120000,107,2494,1,13,12,10,22,10,12.99,100.6,200.0,15.0,0
4,2,1,8,62,2016,1341,164,624000,2,5,65072,105,1199,1,14,12,13,22,10,18.7,88.7,110.0,15.0,0
4,2,1,9,73,2017,5607,87,549000,6,5,133532,138,1197,1,19,11,14,24,7,18.9,81.86,179.23388467374812,14.0,0
1,5,3,30,275,2010,2368,518,760000,5,7,120000,107,2494,1,10,6,3,7,0,11.4,100.6,200.0,15.0,0
4,7,1,19,164,2013,10246,1891,524000,2,5,39886,139,1197,1,19,12,11,24,10,22.41,88.5,113.0,15.0,0
1,8,1,16,134,2019,6355,1756,1650000,5,7,80000,106,2179,1,20,11,16,26,8,15.1,152.87,360.0,17.0,0
1,2,2,19,163,2015,4164,1637,583000,2,5,56976,106,1248,1,10,10,9,21,6,25.2,74.0,190.0,16.0,0
4,7,2,31,290,2020,7794,40,1147000,6,5,68303,112,999,1,27,14,15,30,10,17.69,108.62,175.0,16.0,0
4,2,2,22,206,2013,5179,1378,1750000,5,4,80000,315,1598,0,16,11,15,24,4,13.6,181.0,240.0,15.0,0
1,7,1,28,240,2016,5499,304,825000,2,5,54000,105,1498,0,25,13,13,30,7,21.72,108.6,250.0,16.0,0
1,8,1,14,107,2016,4860,1423,3150000,5,7,98500,108,2179,0,20,13,15,28,9,12.51,187.7,420.0,18.0,0
4,2,1,31,285,2018,6004,116,755000,5,5,72348,107,1199,1,18,11,16,20,8,16.2,74.0,110.0,15.0,0
4,8,1,9,69,2015,8179,391,875000,2,5,70000,139,1591,1,21,11,16,24,8,13.0,121.3,151.0,17.0,0
4,2,1,31,285,2021,7743,10,855000,4,5,62696,110,999,1,13,11,11,22,7,17.74,75.1,95.0,16.0,0
1,8,3,30,271,2014,2252,665,1845000,2,7,174000,109,2982,0,20,11,12,23,10,12.55,168.5,360.0,17.0,0
4,2,1,9,73,2016,1542,753,525000,2,5,65000,105,1197,1,16,11,14,17,7,18.9,82.0,114.0,14.0,0
4,2,1,9,73,2017,5606,101,650000,2,5,36000,109,1197,0,15,9,11,24,7,18.9,81.86,179.23388467374812,14.0,0
1,5,2,30,275,2011,2302,533,950000,2,7,199000,109,2494,1,17,9,8,15,4,12.8,102.0,20.4,15.0,0
4,7,1,8,59,2018,5627,1124,846000,6,5,71905,105,1497,0,26,11,11,28,9,18.0,117.6,145.0,15.0,0
4,2,2,19,163,2013,10403,1676,424000,2,5,69748,112,1197,1,11,7,7,26,6,22.38,88.5,113.0,16.0,0
4,2,1,19,140,2008,3903,1192,210000,2,5,44000,107,796,1,5,4,2,6,2,19.7,46.3,62.0,12.0,0
4,7,2,30,280,2021,7285,1021,959000,5,5,17875,135,1496,1,22,11,13,26,3,17.1,105.94,140.0,16.0,0
4,8,1,27,227,2020,7964,1374,889000,2,5,95678,128,1330,1,18,11,15,27,11,16.42,153.866,179.23388467374812,16.0,0
4,8,1,27,229,2022,8596,1358,850000,5,5,12003,315,999,0,16,10,13,25,11,19.03,71.01,96.0,16.0,0
1,8,2,6,48,2018,6093,247,836000,2,5,114427,112,1498,1,17,12,12,27,9,23.0,98.96,205.0,16.0,0
4,8,1,27,229,2022,8352,1357,660000,5,5,20000,106,999,0,16,10,13,26,11,19.03,71.01,96.0,16.0,0
4,2,1,8,58,2012,1203,1399,334000,2,5,64655,109,1198,1,10,8,5,16,3,19.4,86.8,109.0,16.0,0
4,8,1,16,120,2018,3556,1257,594000,5,6,46456,107,1198,1,12,10,12,23,6,18.15,82.0,115.0,14.0,0
4,8,1,27,229,2021,8372,1376,991000,5,5,20000,315,999,0,18,11,15,25,12,18.24,98.63,152.0,16.0,0
1,8,1,12,97,2018,5929,435,1450000,5,5,50000,107,1956,1,14,12,16,23,8,17.1,170.0,350.0,17.0,0
1,7,4,31,290,2011,2011,920,219000,5,5,90000,149,1598,1,17,12,10,18,7,20.54,103.6,250.0,15.0,0
1,8,1,9,85,2022,9164,1539,1285000,5,5,20000,315,1493,1,20,12,18,30,10,0.0,113.45,250.0,16.0,0
4,8,1,32,298,2021,7535,1573,4195000,2,5,27000,105,1969,0,30,13,16,37,15,0.0,187.4,300.0,18.0,0
1,5,3,30,275,2008,2308,524,455000,5,8,150000,105,2494,1,12,9,4,11,2,12.8,102.0,20.4,15.0,0
4,2,1,19,143,2022,8816,900,825000,5,5,10000,109,1197,1,10,10,12,26,10,22.35,88.5,113.0,16.0,0
4,7,1,8,59,2018,5628,1131,825000,5,5,40000,139,1497,1,26,12,12,27,9,17.4,117.6,145.0,16.0,0
1,8,1,6,48,2020,6093,247,919999,5,5,40000,139,1498,1,17,12,12,27,9,23.0,98.96,205.0,16.0,0
1,7,2,20,183,2018,6030,819,3300000,5,5,20000,315,2143,0,29,15,15,31,8,19.27,167.62,400.0,17.0,0
1,8,2,6,48,2017,883,294,729000,4,5,91598,112,1498,1,16,13,15,25,9,22.77,98.59,205.0,16.0,0
4,2,1,19,146,2015,10357,1891,432000,2,5,57521,135,998,1,12,9,10,24,7,25.24,65.71,89.0,16.0,0
1,8,1,27,227,2016,5462,715,700000,5,5,100000,108,1461,1,10,9,5,18,0,19.87,83.8,200.0,16.0,0
4,7,1,9,86,2021,7731,1534,1499000,2,5,7598,109,1497,1,28,13,16,29,10,17.7,113.18,143.8,16.0,0
4,8,1,27,227,2017,5042,1298,762000,2,5,38520,134,1598,1,14,11,12,21,7,13.06,102.53,148.0,16.0,0
4,8,1,21,198,2022,8644,1438,1625000,5,5,20000,106,1498,1,24,11,23,39,12,15.43,108.49,144.0,17.0,0
1,8,2,27,227,2014,5067,701,632000,2,5,110455,105,1461,1,15,9,7,21,4,20.45,83.8,200.0,16.0,0
4,8,1,9,85,2020,6946,1554,1218000,2,5,26901,107,998,0,20,11,12,31,6,18.15,118.35,171.6,16.0,0
4,2,1,9,73,2017,5603,90,524000,6,5,65376,108,1197,0,12,8,7,23,6,18.9,81.86,179.23388467374812,16.0,0
1,8,3,16,134,2018,6357,1723,1405000,2,7,28177,107,2179,1,21,11,17,28,9,15.1,152.87,360.0,17.0,0
4,8,1,13,104,2022,8010,1067,1390000,5,5,10000,315,998,1,24,12,20,30,11,18.2,118.36,172.0,16.0,0
4,8,1,21,201,2021,8258,1441,1889999,2,5,30000,139,1451,0,28,14,26,32,12,0.0,141.0,250.0,16.0,0
4,8,1,9,69,2018,1452,387,1275000,5,5,27000,108,1591,0,21,11,16,24,8,13.0,121.3,151.0,17.0,0
4,2,3,9,75,2010,1583,1233,275000,5,5,90000,105,1197,0,11,10,4,10,0,19.2,80.0,11.4,13.0,0
4,7,1,8,59,2022,7260,1628,1125000,5,5,20000,138,1497,1,21,10,12,24,11,17.4,117.6,145.0,15.0,0
4,7,1,8,59,2016,1276,1111,650000,2,5,82998,105,1497,0,17,10,5,22,3,18.0,117.3,145.0,16.0,0
4,7,3,0,3,2010,33,401,700000,5,5,110000,139,1781,0,17,12,12,20,6,12.3,163.2,22.9,16.0,0
4,7,1,8,59,2019,6733,1133,1100000,5,5,14500,315,1497,1,26,12,13,28,9,17.14,117.6,145.0,16.0,0
1,7,3,16,132,2016,3767,240,260000,5,5,120000,109,1461,1,12,8,8,15,0,21.03,65.0,160.0,16.0,0
4,2,2,9,75,2010,1576,771,395000,2,5,68000,139,1197,0,12,11,10,16,4,19.2,80.0,11.4,13.0,0
4,7,1,9,87,2019,5785,160,681000,5,5,25887,144,1197,1,21,10,12,29,7,20.14,81.86,179.23388467374812,14.0,0
4,2,1,19,162,2020,7173,1716,405000,2,5,74094,108,998,1,8,6,5,20,10,21.7,65.71,89.0,16.0,0
4,2,1,8,62,2018,1340,154,765000,2,5,40000,107,1199,0,13,12,12,22,9,19.0,88.7,110.0,15.0,0
1,2,1,19,161,2014,4143,1867,487000,4,5,91045,109,1248,1,12,10,10,22,5,23.2,73.94,190.0,14.0,0
1,8,1,16,134,2018,6359,1728,1474000,5,7,80033,139,2179,1,20,11,16,27,9,15.1,152.87,360.0,17.0,0
1,8,2,16,134,2017,3809,784,1340000,5,7,70000,139,2179,0,23,10,17,30,8,16.0,140.0,330.0,17.0,0
4,5,1,27,234,2021,7825,1361,770000,2,7,13957,141,999,0,13,10,7,24,8,18.2,71.01,96.0,16.0,0
4,2,2,19,143,2018,5920,78,818000,5,5,34140,107,1197,0,15,12,13,28,9,21.4,83.1,115.0,16.0,0
4,8,1,6,48,2017,6087,270,724000,2,5,20056,106,1497,1,17,12,12,27,9,17.0,121.31,150.0,16.0,0
4,2,3,19,146,2016,10360,1894,468000,2,5,38233,139,998,0,11,9,10,25,7,26.0,65.71,89.0,16.0,0
4,7,1,31,283,2013,1913,233,500000,5,5,100000,107,1390,1,19,11,11,27,4,14.69,120.33,200.0,16.0,0
1,8,2,6,48,2016,891,296,600000,5,5,50000,315,1498,1,12,9,8,20,6,22.77,98.59,205.0,16.0,0
1,8,2,16,134,2017,3806,1722,1350000,5,7,70000,139,2179,1,23,12,17,30,8,16.0,140.0,330.0,17.0,0
4,2,1,9,73,2016,1542,753,525000,2,5,44000,108,1197,1,16,11,14,17,7,18.9,82.0,114.0,14.0,0
4,2,2,9,72,2006,1511,1039,175000,5,5,90000,108,1341,1,9,3,4,6,2,15.3,106.46522829131652,115.0,13.0,0
4,7,1,19,149,2016,4008,781,725000,5,5,30000,315,1373,0,17,11,9,22,7,19.12,91.1,130.0,16.0,0
4,2,1,9,73,2018,5604,98,550000,5,5,50000,315,1197,1,16,9,13,24,7,18.9,81.86,179.23388467374812,16.0,0
4,2,1,19,163,2019,4161,1697,650000,2,5,98000,139,1197,1,12,10,5,26,7,22.0,81.8,113.0,16.0,0
4,2,1,8,62,2017,6503,1621,775000,2,5,47000,107,1199,0,18,12,11,24,8,18.2,88.7,110.0,15.0,0
4,7,1,9,86,2019,5967,1656,900000,5,5,70000,106,1591,1,27,11,9,30,10,17.0,121.3,151.0,16.0,0
4,2,1,19,141,2020,7075,1698,408000,2,5,16998,125,796,1,6,6,5,17,5,22.05,47.33,69.0,16.0,0
4,2,1,9,73,2017,5606,101,642000,2,5,15256,141,1197,0,15,9,11,24,7,18.9,81.86,179.23388467374812,14.0,0
4,7,1,9,86,2019,5967,1656,900000,5,5,70000,106,1591,1,27,11,9,30,10,17.0,121.3,151.0,16.0,0
4,2,1,4,38,2020,6124,734,521000,2,5,4495,105,999,0,10,7,6,15,5,22.5,67.0,91.0,16.0,0
4,5,1,27,234,2020,10070,1365,695000,6,7,34561,113,999,1,16,11,11,20,8,20.0,71.01,96.0,16.0,0
4,2,2,19,142,2018,3946,1676,390000,5,5,40000,109,998,1,9,9,6,19,5,23.95,67.05,90.0,16.0,0
4,2,1,29,261,2016,2983,125,429000,2,5,142135,107,1199,1,14,12,13,24,8,23.84,84.0,114.0,14.0,0
4,7,1,6,47,2021,7606,729,520000,5,5,120000,116,1194,1,10,8,6,20,0,18.5,94.93,119.0,16.0,0
4,2,1,19,170,2019,7055,1895,625000,4,5,9553,107,1197,0,10,10,11,27,9,20.52,81.8,113.0,16.0,0
4,2,1,27,230,2022,8911,834,601000,6,5,7600,138,999,1,9,9,10,25,8,21.46,67.06,91.0,16.0,0
1,8,1,12,97,2017,5550,438,1300000,5,5,120000,132,1956,1,14,12,15,23,8,17.1,170.0,350.0,17.0,0
4,2,1,9,73,2017,5606,101,645000,2,5,20000,139,1197,0,15,9,11,24,7,18.9,81.86,179.23388467374812,14.0,0
1,8,2,0,10,2013,127,589,1975000,5,7,120000,107,2967,0,22,13,17,31,9,12.07,241.4,550.0,18.0,0
4,2,1,9,76,2016,1482,754,695000,5,5,45578,107,1197,1,17,11,12,24,7,18.6,81.83,114.7,16.0,0
4,7,1,31,283,2013,1913,233,500000,5,5,100000,107,1390,1,19,11,11,27,4,14.69,120.33,200.0,16.0,0
1,7,2,1,14,2014,198,614,1644000,2,5,100000,139,1995,0,30,15,18,33,12,22.69,190.0,400.0,17.0,0
4,8,1,6,48,2019,6312,274,894999,2,5,42000,107,1497,1,20,12,13,34,9,17.0,121.36,150.0,16.0,0
4,2,2,9,75,2013,1573,1499,350000,5,5,90000,135,1197,1,10,8,9,13,6,20.36,78.9,111.8,13.0,0
1,7,1,9,86,2012,1817,370,550000,5,5,70000,109,1582,1,14,11,10,23,8,22.32,126.32,259.8,16.0,0
1,8,3,6,49,2010,919,592,750000,5,7,100000,315,2953,0,13,9,11,17,6,11.4,153.86,380.0,16.0,0
4,2,1,19,158,2017,5553,169,581000,2,5,16306,109,1197,1,12,10,12,23,8,20.89,81.8,113.0,15.0,0
4,2,3,19,170,2020,7050,1679,513000,2,5,25086,133,1197,1,10,9,5,25,6,20.52,81.8,113.0,16.0,0
4,2,1,19,143,2017,6779,1875,650000,5,5,54845,141,1197,1,16,11,15,27,11,21.01,81.8,113.0,16.0,0
1,2,1,6,53,2020,6339,1589,806000,2,5,35642,120,1498,1,15,10,13,29,8,24.4,98.63,215.0,15.0,0
4,2,1,19,143,2016,3964,79,725000,4,5,22173,107,1197,0,11,10,12,24,8,21.4,83.1,115.0,16.0,0
1,7,1,1,17,2018,247,687,4950000,2,5,50000,139,2993,0,29,15,20,38,13,17.42,261.49,620.0,16.0,0
4,2,1,9,73,2014,1549,1481,426000,4,5,67790,139,1197,1,12,9,9,17,4,18.9,82.0,114.0,16.0,0
